Klimakennwert,Jahreszeit,Landkreis Name,Landkreis Kennziffer (Kreisschlüssel),Median der Änderungen,Minimum,Maximum,Einheit,HYRAS Beobachtungen 1971-2000,Experteneinschätzung zur Belastbarkeit 
Niederschlag,MAM, Region um Würzburg,09663_09679,11.3,-6.2,37.6,%, 144.1,Tendenz zur Zunahme 
Niederschlag,MAM,Ahrweiler,07131,8.2,-11.0,32.3,%, 175.3,Tendenz zur Zunahme 
Niederschlag,MAM,Altenkirchen (Westerwald),07132,10.7,-14.3,29.7,%, 228.6,Tendenz zur Zunahme 
Niederschlag,MAM,Bad Kreuznach,07133,11.3,-10.2,37.3,%, 148.1,Tendenz zur Zunahme 
Niederschlag,MAM,Birkenfeld,07134,6.9,-12.6,30.6,%, 197.1,Tendenz zur Zunahme 
Niederschlag,MAM,Cochem-Zell,07135,8.9,-12.8,35.4,%, 178.1,Tendenz zur Zunahme 
Niederschlag,MAM,Schweinfurt,09678,12.5,-7.4,38.2,%, 140.8,Tendenz zur Zunahme 
Niederschlag,MAM,Leipzig,14729,14.1,-3.4,36.6,%, 144.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Stuttgart ,08111_08115_08116_08118_08119,11.4,-8.8,37.5,%, 202.3,Tendenz zur Zunahme 
Niederschlag,MAM,Bodenseekreis,08435,16.0,-6.9,39.1,%, 234.6,Zunahme 
Niederschlag,MAM,Ravensburg,08436,12.0,-8.8,36.9,%, 266.5,Tendenz zur Zunahme 
Niederschlag,MAM,Sigmaringen,08437,13.6,-6.5,41.8,%, 194.3,Zunahme 
Niederschlag,MAM,Region um  Frankfurt am Main,06412_06413_06436_06434_06440_06435_06438_06433,12.0,-8.0,32.6,%, 171.4,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Hagen ,05914_05954_05913_05978_05962,9.9,-11.9,30.8,%, 220.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Main-Taunus-Kreis,06436_06412_06414_06433_06439_06434,11.5,-7.0,35.0,%, 162.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region Hannover,03241,14.7,-6.3,34.3,%, 153.2,Tendenz zur Zunahme 
Niederschlag,MAM,Rhein-Lahn-Kreis,07141,10.3,-8.0,33.5,%, 172.8,Tendenz zur Zunahme 
Niederschlag,MAM,Rhein-Hunsrück-Kreis,07140,7.3,-9.2,30.6,%, 174.9,Tendenz zur Zunahme 
Niederschlag,MAM,Westerwaldkreis,07143,9.6,-12.8,28.2,%, 221.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Leverkusen ,05316_05315_05378_05158,10.1,-14.6,36.3,%, 212.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Aschaffenburg,09661_09671_09676,9.6,-9.4,32.6,%, 195.9,Tendenz zur Zunahme 
Niederschlag,MAM,Rosenheim,09187,13.3,-2.7,45.6,%, 297.0,Zunahme 
Niederschlag,MAM,Pfaffenhofen an der Ilm,09186,14.6,-6.8,50.9,%, 176.5,Tendenz zur Zunahme 
Niederschlag,MAM,Neuburg-Schrobenhausen,09185,15.2,-5.7,51.1,%, 167.4,Zunahme 
Niederschlag,MAM,München,09184,13.0,-0.8,44.0,%, 243.3,Tendenz zur Zunahme 
Niederschlag,MAM,Mühldorf am Inn,09183,14.4,-2.2,53.8,%, 211.2,Zunahme 
Niederschlag,MAM,Miesbach,09182,11.6,-4.1,36.2,%, 185.7,Tendenz zur Zunahme 
Niederschlag,MAM,Landsberg am Lech,09181,13.5,-2.0,43.5,%, 233.4,Zunahme 
Niederschlag,MAM,Garmisch-Partenkirchen,09180,13.2,-3.3,37.9,%, 334.7,Zunahme 
Niederschlag,MAM,Traunstein,09189,13.0,-5.3,38.3,%, 324.5,Zunahme 
Niederschlag,MAM,Starnberg,09188,15.1,-0.1,43.6,%, 240.3,Zunahme 
Niederschlag,MAM,Dithmarschen,01051,14.9,-6.9,36.8,%, 152.1,Tendenz zur Zunahme 
Niederschlag,MAM,Herzogtum Lauenburg,01053,14.1,-5.7,43.6,%, 152.0,Tendenz zur Zunahme 
Niederschlag,MAM,Ostholstein,01055,15.5,-4.1,40.3,%, 137.9,Zunahme 
Niederschlag,MAM,Nordfriesland,01054,17.2,-9.0,38.9,%, 141.6,Zunahme 
Niederschlag,MAM,Plön,01057,15.2,-9.4,37.3,%, 148.6,Tendenz zur Zunahme 
Niederschlag,MAM,Pinneberg,01056,14.3,-8.5,32.0,%, 159.2,Tendenz zur Zunahme 
Niederschlag,MAM,Schleswig-Flensburg,01059,15.4,-10.9,38.4,%, 155.2,Tendenz zur Zunahme 
Niederschlag,MAM,Rendsburg-Eckernförde,01058,12.9,-11.7,37.2,%, 158.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Lübeck,01003_13074_01055_01053_01062,16.1,-4.8,42.9,%, 142.9,Zunahme 
Niederschlag,MAM,Region um Oberhausen ,05119_05170_05512_05113_05117_05112,10.9,-12.1,34.8,%, 179.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Memmingen,09764_09778_08436,12.1,-7.9,37.3,%, 248.5,Tendenz zur Zunahme 
Niederschlag,MAM,Wetteraukreis,06440,13.4,-8.9,34.6,%, 164.3,Tendenz zur Zunahme 
Niederschlag,MAM,Rhein-Erft-Kreis,05362,8.7,-10.5,37.3,%, 164.8,Tendenz zur Zunahme 
Niederschlag,MAM,Euskirchen,05366,8.0,-11.3,31.5,%, 191.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Rostock ,13003_13072,16.9,-4.0,40.3,%, 131.6,Zunahme 
Niederschlag,MAM,Wittenberg,15091,13.9,-1.8,33.7,%, 131.8,Zunahme 
Niederschlag,MAM,Karlsruhe,08215,10.3,-11.1,39.9,%, 194.6,Tendenz zur Zunahme 
Niederschlag,MAM,Rastatt,08216,8.9,-12.9,31.0,%, 288.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Offenbach ,06438_06432_06411_06433_06413_06435_06412_09671,10.9,-9.1,32.4,%, 179.8,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Lindau (Bodensee) ,09776_08435_08436_09780_09763,11.7,-8.5,34.0,%, 315.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Essen ,05113_05119_05117_05513_05512_05158_05911_05954_05562_05513_05916,10.5,-10.8,33.8,%, 196.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Gera ,16052_16076_15084_16074,12.4,-5.0,40.5,%, 149.1,Tendenz zur Zunahme 
Niederschlag,MAM,Märkischer Kreis,05962,8.8,-13.8,27.3,%, 253.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Mannheim,08222_08221_08226_06431_07338_07311_07318_07314,10.5,-11.1,36.4,%, 189.2,Tendenz zur Zunahme 
Niederschlag,MAM,Olpe,05966,8.9,-16.7,26.1,%, 258.4,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Trier,07211_07235,7.7,-15.7,29.0,%, 196.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Leipzig,14713_14729_14730,14.6,-3.2,36.1,%, 137.9,Tendenz zur Zunahme 
Niederschlag,MAM,Breisgau-Hochschwarzwald,08315,8.4,-11.7,31.5,%, 275.2,Tendenz zur Zunahme 
Niederschlag,MAM,Ortenaukreis,08317,10.2,-15.4,34.0,%, 272.9,Tendenz zur Zunahme 
Niederschlag,MAM,Emmendingen,08316,9.4,-14.3,34.1,%, 262.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Landau in der Pfalz ,07313_07337,10.3,-8.8,39.1,%, 179.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Dortmund,05913_05914_05911_05916_05978_05954_05562,10.7,-11.7,33.7,%, 190.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Brandenburg an der Havel,12051_12063_12069,15.7,-0.1,35.1,%, 123.4,Tendenz zur Zunahme 
Niederschlag,MAM,Eichstätt,09176,14.8,-7.7,45.6,%, 164.7,Zunahme 
Niederschlag,MAM,Berchtesgadener Land,09172,11.5,-6.4,37.3,%, 365.8,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Pforzheim,08231_08236_08235,6.4,-8.5,35.5,%, 239.9,Tendenz zur Zunahme 
Niederschlag,MAM,Zollernalbkreis,08417,8.6,-6.7,38.2,%, 228.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Speyer ,07318_07311_07314_07338_08215_08226_08212,11.8,-10.3,37.6,%, 187.6,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Karlsruhe,08212_08215_07334,10.7,-10.5,40.3,%, 187.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Suhl ,16054_16066_16069_16070,12.6,-7.8,35.4,%, 180.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Fürth ,09563_09573_09562_09564,11.4,-9.1,42.8,%, 154.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Dresden ,14612_14627_14625_14628,14.5,-3.4,35.6,%, 160.0,Tendenz zur Zunahme 
Niederschlag,MAM,Kusel,07336,9.3,-10.6,40.0,%, 179.2,Tendenz zur Zunahme 
Niederschlag,MAM,Südliche Weinstraße,07337,10.3,-8.7,39.1,%, 179.0,Tendenz zur Zunahme 
Niederschlag,MAM,Germersheim,07334,11.0,-8.9,41.0,%, 170.4,Tendenz zur Zunahme 
Niederschlag,MAM,Kaiserslautern,07335,10.0,-10.2,41.3,%, 183.9,Tendenz zur Zunahme 
Niederschlag,MAM,Bad Dürkheim,07332,10.5,-11.0,40.6,%, 158.9,Tendenz zur Zunahme 
Niederschlag,MAM,Donnersbergkreis,07333,9.8,-12.9,39.2,%, 150.9,Tendenz zur Zunahme 
Niederschlag,MAM,Alzey-Worms,07331,10.4,-10.8,39.1,%, 133.6,Tendenz zur Zunahme 
Niederschlag,MAM,Mainz-Bingen,07339,12.5,-7.6,38.5,%, 134.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Schweinfurt ,09662_09678,12.5,-7.4,38.0,%, 140.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Neunkirchen ,10043_10044_10045_10041_10046_07336,9.6,-10.9,33.7,%, 201.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Kempten (Allgäu) ,09763_09780,11.7,-8.3,33.2,%, 387.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Worms ,07319_07331_07332_06431_07338_07311_07318_07314,10.9,-7.7,37.0,%, 162.4,Tendenz zur Zunahme 
Niederschlag,MAM,Heidenheim,08135,12.7,-6.1,37.5,%, 201.0,Tendenz zur Zunahme 
Niederschlag,MAM,Ostalbkreis,08136,11.3,-6.3,31.4,%, 209.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Neustadt an der Weinstraße,07316_07337_07332_07313,10.0,-9.6,40.0,%, 169.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Kassel,06611_06633_03159,14.0,-9.4,33.7,%, 179.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Salzgitter,03102_03254_03157_03158_03153_03101,13.0,-8.1,33.2,%, 175.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Emden,03402_03452_03457,13.8,-9.9,34.6,%, 156.9,Tendenz zur Zunahme 
Niederschlag,MAM,Neckar-Odenwald-Kreis,08225,8.2,-10.1,37.6,%, 197.8,Tendenz zur Zunahme 
Niederschlag,MAM,Rhein-Neckar-Kreis,08226,10.8,-10.5,34.8,%, 200.6,Tendenz zur Zunahme 
Niederschlag,MAM,Goslar,03153,10.0,-10.0,32.6,%, 230.0,Tendenz zur Zunahme 
Niederschlag,MAM,Gifhorn,03151,14.4,-4.8,33.6,%, 146.2,Tendenz zur Zunahme 
Niederschlag,MAM,Peine,03157,14.9,-6.7,33.6,%, 145.3,Tendenz zur Zunahme 
Niederschlag,MAM,Salzlandkreis,15089,15.8,-4.5,36.6,%, 120.1,Tendenz zur Zunahme 
Niederschlag,MAM,Northeim,03155,11.6,-10.7,34.8,%, 179.4,Tendenz zur Zunahme 
Niederschlag,MAM,Mansfeld-Südharz,15087,13.8,-7.7,37.6,%, 137.2,Tendenz zur Zunahme 
Niederschlag,MAM,Jerichower Land,15086,15.4,-1.7,34.9,%, 120.4,Tendenz zur Zunahme 
Niederschlag,MAM,Wolfenbüttel,03158,13.8,-6.6,33.5,%, 152.4,Tendenz zur Zunahme 
Niederschlag,MAM,Göttingen,03159,14.1,-10.6,34.0,%, 187.3,Tendenz zur Zunahme 
Niederschlag,MAM,Börde,15083,15.0,-6.5,35.2,%, 126.1,Tendenz zur Zunahme 
Niederschlag,MAM,Anhalt-Bitterfeld,15082,13.8,-3.2,35.6,%, 128.2,Tendenz zur Zunahme 
Niederschlag,MAM,Altmarkkreis Salzwedel,15081,14.2,-3.1,39.0,%, 125.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Halle (Saale) ,15002_15088,15.0,-3.2,44.5,%, 126.5,Tendenz zur Zunahme 
Niederschlag,MAM,Hameln-Pyrmont,03252,13.1,-4.5,31.9,%, 192.7,Tendenz zur Zunahme 
Niederschlag,MAM,Nordsachsen,14730,13.9,-3.4,34.7,%, 133.7,Tendenz zur Zunahme 
Niederschlag,MAM,Wunsiedel im Fichtelgebirge,09479,11.3,-7.2,36.3,%, 176.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Freiburg im Breisgau ,08311_08316_08315,8.4,-11.7,31.7,%, 268.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Rosenheim ,09163_09187,13.3,-2.7,45.7,%, 296.3,Zunahme 
Niederschlag,MAM,Region um  Mülheim an der Ruhr,05117_05112_05158_05119_05113,10.9,-13.8,35.2,%, 195.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Hamm ,05915_05978_05974_05570_05558,11.9,-10.9,33.1,%, 180.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Herne ,05916_05513_05562_05911,11.5,-10.8,33.9,%, 183.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Frankenthal (Pfalz) ,07311_07318_07314_07338_08222,13.1,-9.0,41.4,%, 148.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Düsseldorf ,05111_05162_05158_05112,10.3,-13.7,36.4,%, 185.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Neumünster ,01004_01058_01060_01057_01002,13.0,-10.4,36.5,%, 156.8,Tendenz zur Zunahme 
Niederschlag,MAM,Weilheim-Schongau,09190,12.8,-2.1,39.7,%, 279.1,Zunahme 
Niederschlag,MAM,Region um Baden-Baden ,08211_08216,9.2,-12.9,31.0,%, 288.8,Tendenz zur Zunahme 
Niederschlag,MAM,Gütersloh,05754,13.6,-10.6,29.9,%, 181.0,Tendenz zur Zunahme 
Niederschlag,MAM,Herford,05758,12.5,-8.4,28.7,%, 177.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Regensburg ,09362_09375,14.6,-6.2,48.7,%, 152.3,Zunahme 
Niederschlag,MAM,Region um Weiden in der Oberpfalz ,09363_09374,13.5,-7.9,33.1,%, 165.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Ulm ,08421_08425_09775,12.8,-4.9,38.4,%, 192.9,Zunahme 
Niederschlag,MAM,Region um  Bremerhaven,04012_03352_03461,14.7,-5.3,34.4,%, 157.1,Zunahme 
Niederschlag,MAM,Kitzingen,09675,12.0,-4.2,37.0,%, 144.3,Tendenz zur Zunahme 
Niederschlag,MAM,Haßberge,09674,11.5,-7.0,34.3,%, 152.1,Tendenz zur Zunahme 
Niederschlag,MAM,Main-Spessart,09677,9.3,-8.2,32.3,%, 179.4,Tendenz zur Zunahme 
Niederschlag,MAM,Miltenberg,09676,9.4,-8.2,37.0,%, 192.5,Tendenz zur Zunahme 
Niederschlag,MAM,Aschaffenburg,09671,10.4,-10.5,31.9,%, 201.3,Tendenz zur Zunahme 
Niederschlag,MAM,Donau-Ries,09779,15.0,-3.8,45.8,%, 171.7,Tendenz zur Zunahme 
Niederschlag,MAM,Röhn-Grabfeld,09673,10.6,-8.9,33.1,%, 165.6,Tendenz zur Zunahme 
Niederschlag,MAM,Bad Kissingen,09672,11.9,-9.7,30.9,%, 173.6,Tendenz zur Zunahme 
Niederschlag,MAM,Günzburg,09774,13.6,-6.8,37.9,%, 193.7,Zunahme 
Niederschlag,MAM,Neu-Ulm,09775,15.0,-5.1,39.4,%, 192.3,Zunahme 
Niederschlag,MAM,Ostallgäu,09777,12.4,-4.4,35.5,%, 297.0,Zunahme 
Niederschlag,MAM,Würzburg,09679,11.4,-6.2,37.6,%, 144.6,Tendenz zur Zunahme 
Niederschlag,MAM,Aichach-Friedberg,09771,13.5,-3.7,44.4,%, 190.5,Zunahme 
Niederschlag,MAM,Augsburg,09772,13.5,-5.1,38.0,%, 201.6,Zunahme 
Niederschlag,MAM,Dillingen an der Donau,09773,14.1,-6.4,45.4,%, 173.2,Tendenz zur Zunahme 
Niederschlag,MAM,Rheinisch-Bergischer Kreis,05378,10.0,-15.7,34.6,%, 243.6,Tendenz zur Zunahme 
Niederschlag,MAM,Oberbergischer Kreis,05374,9.4,-14.9,29.1,%, 270.3,Tendenz zur Zunahme 
Niederschlag,MAM,Heinsberg,05370,8.9,-10.8,32.0,%, 170.5,Tendenz zur Zunahme 
Niederschlag,MAM,Mecklenburgische Seenplatte,13071,17.8,-1.6,35.8,%, 128.6,Zunahme 
Niederschlag,MAM,Rostock,13072,16.8,-4.1,40.3,%, 131.7,Zunahme 
Niederschlag,MAM,Vorpommern-Rügen,13073,18.7,-4.8,40.5,%, 126.9,Zunahme 
Niederschlag,MAM,Nordwestmecklenburg,13074,16.3,-3.7,45.0,%, 135.7,Zunahme 
Niederschlag,MAM,Vorpommern-Greifswald,13075,18.7,-4.3,38.9,%, 124.8,Zunahme 
Niederschlag,MAM,Ludwigslust-Parchim,13076,16.4,-1.7,43.3,%, 135.2,Zunahme 
Niederschlag,MAM,Region um  Münster,05515_05566_05558_05570,12.4,-12.4,31.5,%, 171.7,Tendenz zur Zunahme 
Niederschlag,MAM,Lüchow-Dannenberg,03354,14.4,-2.3,40.8,%, 131.8,Tendenz zur Zunahme 
Niederschlag,MAM,Lüneburg,03355,14.6,-4.2,41.1,%, 148.0,Tendenz zur Zunahme 
Niederschlag,MAM,Osterholz,03356,11.8,-5.8,30.3,%, 160.7,Tendenz zur Zunahme 
Niederschlag,MAM,Rotenburg (Wümme),03357,13.5,-7.3,33.6,%, 162.2,Tendenz zur Zunahme 
Niederschlag,MAM,Celle,03351,14.3,-7.1,33.8,%, 155.1,Tendenz zur Zunahme 
Niederschlag,MAM,Cuxhaven,03352,15.2,-5.0,34.3,%, 159.1,Zunahme 
Niederschlag,MAM,Harburg,03353,13.5,-5.7,36.7,%, 158.9,Tendenz zur Zunahme 
Niederschlag,MAM,Regionalverband Saarbrücken,10041,9.5,-12.4,34.2,%, 198.9,Tendenz zur Zunahme 
Niederschlag,MAM,Tübingen,08416,12.6,-7.2,45.7,%, 190.9,Tendenz zur Zunahme 
Niederschlag,MAM,Stade,03359,14.6,-5.6,33.7,%, 159.1,Zunahme 
Niederschlag,MAM,Reutlingen,08415,9.9,-7.8,32.7,%, 224.6,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Bonn ,05314_05382,11.5,-11.7,41.5,%, 187.3,Tendenz zur Zunahme 
Niederschlag,MAM,Uckermark,12073,18.1,-5.3,38.0,%, 123.7,Zunahme 
Niederschlag,MAM,Teltow-Fläming,12072,16.6,3.0,34.5,%, 125.5,Zunahme 
Niederschlag,MAM,Spree-Neiße,12071,17.3,-1.2,35.5,%, 138.3,Zunahme 
Niederschlag,MAM,Prignitz,12070,14.6,-1.5,41.4,%, 127.9,Tendenz zur Zunahme 
Niederschlag,MAM,Unna,05978,11.0,-11.8,35.8,%, 180.2,Tendenz zur Zunahme 
Niederschlag,MAM,Helmstedt,03154,14.1,-8.8,32.8,%, 143.9,Tendenz zur Zunahme 
Niederschlag,MAM,Siegen-Wittgenstein,05970,9.2,-14.6,25.3,%, 250.5,Tendenz zur Zunahme 
Niederschlag,MAM,Saalekreis,15088,15.0,-3.2,44.4,%, 126.9,Tendenz zur Zunahme 
Niederschlag,MAM,Soest,05974,12.2,-8.3,35.0,%, 191.9,Tendenz zur Zunahme 
Niederschlag,MAM,Harz,15085,11.9,-7.9,34.1,%, 162.5,Tendenz zur Zunahme 
Niederschlag,MAM,Burgenlandkreis,15084,13.0,-4.6,42.5,%, 141.4,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Krefeld,05114_05112_05162_05166_05170,10.9,-11.3,35.1,%, 176.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Weimar ,16055_16071,11.6,-5.1,41.7,%, 148.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Heilbronn ,08121_08125,11.4,-12.3,38.8,%, 191.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Bielefeld ,05711_05754_05758_05766,12.6,-8.0,28.6,%, 191.6,Tendenz zur Zunahme 
Niederschlag,MAM,Borken,05554,11.6,-12.1,32.7,%, 179.2,Tendenz zur Zunahme 
Niederschlag,MAM,Trier-Saarburg,07235,7.4,-15.7,29.0,%, 198.5,Tendenz zur Zunahme 
Niederschlag,MAM,Vulkaneifel,07233,8.5,-18.1,27.1,%, 206.4,Tendenz zur Zunahme 
Niederschlag,MAM,Eifelkreis Bitburg-Prüm,07232,8.8,-16.6,29.6,%, 209.0,Tendenz zur Zunahme 
Niederschlag,MAM,Bernkastel-Wittlich,07231,7.6,-12.3,30.0,%, 185.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Gelsenkirchen ,05513_05113_05916_05911_05562_05512,11.6,-10.5,34.1,%, 186.4,Tendenz zur Zunahme 
Niederschlag,MAM,Fulda,06631,12.0,-8.6,29.5,%, 185.4,Tendenz zur Zunahme 
Niederschlag,MAM,Hersfeld-Rotenburg,06632,12.6,-9.2,32.3,%, 171.8,Tendenz zur Zunahme 
Niederschlag,MAM,Kassel,06633,13.8,-7.8,35.7,%, 171.4,Tendenz zur Zunahme 
Niederschlag,MAM,Saarlouis,10044,9.4,-14.1,30.8,%, 196.0,Tendenz zur Zunahme 
Niederschlag,MAM,Saarpfalz-Kreis,10045,9.7,-10.3,34.4,%, 203.8,Tendenz zur Zunahme 
Niederschlag,MAM,Werra-Meißner-Kreis,06636,13.2,-7.3,34.9,%, 183.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Offenbach am Main,06413_06438_06435_06412,11.3,-7.7,31.7,%, 179.7,Tendenz zur Zunahme 
Niederschlag,MAM,Mettmann,05158,9.6,-15.4,34.2,%, 207.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Osnabrück,03404_03459_05566,12.1,-11.0,30.3,%, 170.0,Tendenz zur Zunahme 
Niederschlag,MAM,Freyung-Grafenau,09272,14.7,-12.0,33.1,%, 236.4,Tendenz zur Zunahme 
Niederschlag,MAM,Lippe,05766,12.4,-8.1,28.5,%, 203.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Zweibrücken ,07320_07340_10045_07317,10.7,-10.9,34.7,%, 207.2,Tendenz zur Zunahme 
Niederschlag,MAM,Kleve,05154,10.2,-11.4,33.8,%, 169.2,Tendenz zur Zunahme 
Niederschlag,MAM,Städteregion Aachen,05334,7.2,-9.4,28.9,%, 217.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Flensburg ,01001_01059,15.4,-10.9,38.4,%, 155.4,Tendenz zur Zunahme 
Niederschlag,MAM,Amberg-Sulzbach,09371,12.2,-9.9,35.1,%, 169.8,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Remscheid ,05120_05124_05122_05378_05374,9.9,-14.1,30.9,%, 260.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Oldenburg (Oldenburg),03403_03458_03451_03461,12.0,-7.4,31.8,%, 158.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Landshut ,09261_09274,14.6,-4.7,51.7,%, 176.5,Zunahme 
Niederschlag,MAM,Main-Tauber-Kreis,08128,11.5,-6.5,39.7,%, 164.1,Tendenz zur Zunahme 
Niederschlag,MAM,Hohenlohekreis,08126,13.1,-10.8,34.5,%, 200.2,Tendenz zur Zunahme 
Niederschlag,MAM,Schwäbisch Hall,08127,12.0,-8.2,32.3,%, 205.1,Tendenz zur Zunahme 
Niederschlag,MAM,Heilbronn,08125,11.6,-12.2,38.7,%, 191.6,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Erfurt ,16051_16067_16068_16070_16071_16055,11.1,-6.2,39.6,%, 156.0,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Wolfsburg,03103_03154_03151,14.2,-5.7,33.5,%, 145.1,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Erlangen ,09562_09572_09564_09563,11.6,-9.6,40.4,%, 157.2,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Kiel ,01002_01057_01058,13.4,-11.0,37.1,%, 154.8,Zunahme 
Niederschlag,MAM,Enzkreis,08236,8.9,-8.2,38.9,%, 212.3,Tendenz zur Zunahme 
Niederschlag,MAM,Freudenstadt,08237,7.3,-11.1,29.2,%, 324.7,Tendenz zur Zunahme 
Niederschlag,MAM,Calw,08235,5.5,-10.1,33.1,%, 263.2,Tendenz zur Zunahme 
Niederschlag,MAM,Merzig-Wadern,10042,7.9,-16.1,29.9,%, 213.3,Tendenz zur Zunahme 
Niederschlag,MAM,Stendal,15090,15.8,-0.3,37.3,%, 117.0,Tendenz zur Zunahme 
Niederschlag,MAM,Schwalm-Eder-Kreis,06634,12.7,-9.9,32.9,%, 160.6,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Bamberg ,09461_09471,11.0,-9.3,34.2,%, 163.6,Tendenz zur Zunahme 
Niederschlag,MAM,Waldeck-Frankenberg,06635,10.7,-8.5,30.5,%, 172.4,Tendenz zur Zunahme 
Niederschlag,MAM,Sankt Wendel,10046,8.8,-12.0,31.2,%, 227.3,Tendenz zur Zunahme 
Niederschlag,MAM,Verden,03361,13.2,-6.6,33.0,%, 154.1,Tendenz zur Zunahme 
Niederschlag,MAM,Uelzen,03360,13.8,-5.1,37.9,%, 145.3,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Mainz,07315_07339_06414_06433,12.7,-6.7,37.1,%, 141.9,Tendenz zur Zunahme 
Niederschlag,MAM,Region um Kaufbeuren ,09762_09777,12.5,-4.4,35.3,%, 296.2,Zunahme 
Niederschlag,MAM,Region um  Wiesbaden,06414_07315_07339_06439_06436_06433,12.3,-7.2,36.1,%, 152.0,Tendenz zur Zunahme 
Niederschlag,MAM,Rems-Murr-Kreis,08119,11.1,-10.2,32.2,%, 229.7,Tendenz zur Zunahme 
Niederschlag,MAM,Ludwigsburg,08118,12.9,-9.3,41.7,%, 182.2,Zunahme 
Niederschlag,MAM,Wittmund,03462,13.8,-9.1,37.4,%, 158.4,Tendenz zur Zunahme 
Niederschlag,MAM,Vechta,03460,11.1,-8.1,29.4,%, 157.6,Tendenz zur Zunahme 
Niederschlag,MAM,Wesermarsch,03461,13.5,-6.9,34.6,%, 154.5,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Fürth,09573_09572_09562_09563_09574_09565_09576_09561_09571_09575_09564,11.5,-6.9,36.2,%, 167.3,Tendenz zur Zunahme 
Niederschlag,MAM,Heidekreis,03358,13.5,-7.5,34.7,%, 162.7,Tendenz zur Zunahme 
Niederschlag,MAM,Region um  Darmstadt,06411_06432_06438,9.8,-11.3,36.4,%, 175.6,Tendenz zur Zunahme 
Niederschlag,MAM,Südwestpfalz,07340,11.1,-11.2,34.8,%, 209.2,Tendenz zur Zunahme 
